Date,location,Tmax,Tmin,precipitation
18/10/1991,Astore,10.8,2,0
19/10/1991,Astore,13.3,2.6,0
20/10/1991,Astore,15.6,1,0
21/10/1991,Astore,13.9,0.6,0
22/10/1991,Astore,14.5,1,0
23/10/1991,Astore,15.6,1.6,0
24/10/1991,Astore,16.6,1.6,0
25/10/1991,Astore,17.7,2.6,0
26/10/1991,Astore,20.4,5.2,0
27/10/1991,Astore,17.7,5.1,0
28/10/1991,Astore,10.8,1,0
29/10/1991,Astore,14.5,1,0
30/10/1991,Astore,14.5,1,0
31/10/1991,Astore,14.5,0,0
01/11/1991,Astore,14.5,0,0
02/11/1991,Astore,13.9,1,0
03/11/1991,Astore,12.9,1.6,0
04/11/1991,Astore,12.9,2.6,0
05/11/1991,Astore,11.8,-0.6,0
06/11/1991,Astore,11.8,-0.6,0
07/11/1991,Astore,11.4,-0.6,0
08/11/1991,Astore,12.3,-0.6,0
09/11/1991,Astore,12.5,0.6,0
10/11/1991,Astore,10.2,2,0
11/11/1991,Astore,13.9,1.6,0
12/11/1991,Astore,12.3,1,6.48
13/11/1991,Astore,10.2,2.6,0
14/11/1991,Astore,9.7,0,0
15/11/1991,Astore,10.2,-2,0
16/11/1991,Astore,9.1,-2,0
17/11/1991,Astore,8.5,-1.6,0
18/11/1991,Astore,9.8,-3.1,0
19/11/1991,Astore,9.7,-4.1,0
20/11/1991,Astore,9.1,-3.6,0
21/11/1991,Astore,10.2,-3.1,0
22/11/1991,Astore,11.2,-1.6,0
23/11/1991,Astore,12.9,1,0
24/11/1991,Astore,12.3,-1,0
25/11/1991,Astore,12.8,-1.6,0
26/11/1991,Astore,9.6,-1,0
27/11/1991,Astore,9.3,-1,0
28/11/1991,Astore,10.2,0,0
29/11/1991,Astore,8,-0.6,0
30/11/1991,Astore,5.9,-2,18.25
01/12/1991,Astore,0,-2.6,4.86
02/12/1991,Astore,0.6,-4.1,7.13
03/12/1991,Astore,3.2,-6.7,0
04/12/1991,Astore,1.6,-6.7,0
05/12/1991,Astore,1.2,-6.5,0
06/12/1991,Astore,2.7,-6.7,0
07/12/1991,Astore,1.6,-7.7,0
08/12/1991,Astore,3.3,-7.7,0
09/12/1991,Astore,3.7,-8.3,0
10/12/1991,Astore,4.8,-6.5,0
11/12/1991,Astore,4.8,-6.7,0
12/12/1991,Astore,4.2,-8.7,0
13/12/1991,Astore,2.3,-8.7,0
14/12/1991,Astore,2.2,-8.3,0
15/12/1991,Astore,4.2,-8.3,0
16/12/1991,Astore,3.2,-7.7,0
17/12/1991,Astore,3.7,-7.3,0
18/12/1991,Astore,3.7,-6.7,0
19/12/1991,Astore,6,-6.7,0
20/12/1991,Astore,4.9,-7.3,0
21/12/1991,Astore,6,-6.7,0
22/12/1991,Astore,2.1,-5.7,0
23/12/1991,Astore,2.7,-4.1,0
24/12/1991,Astore,3.7,-6.7,0
25/12/1991,Astore,5.4,-7.7,0
26/12/1991,Astore,4.2,-7.3,0
27/12/1991,Astore,5.2,-5.2,0
28/12/1991,Astore,3.7,-4.1,13.72
29/12/1991,Astore,1.6,-3.1,13.72
30/12/1991,Astore,5.4,-4.1,0
31/12/1991,Astore,4.3,-4.1,0
01/01/1992,Astore,6,-4.7,0
02/01/1992,Astore,2.7,-4.1,2.27
03/01/1992,Astore,-0.9,-3.1,13.72
04/01/1992,Astore,-1.1,-6.2,22.9
05/01/1992,Astore,2,-7.3,0
06/01/1992,Astore,-2.1,-7.3,1.4
07/01/1992,Astore,-1.1,-7.7,0
08/01/1992,Astore,2.7,-10.3,0
09/01/1992,Astore,0.9,-7.7,0
10/01/1992,Astore,3.7,-7.7,0
11/01/1992,Astore,0.6,-5.7,0
12/01/1992,Astore,3.7,-5.2,0
13/01/1992,Astore,5.9,-5.7,0
14/01/1992,Astore,4.3,-5.2,0
15/01/1992,Astore,2.1,-5.2,4.54
16/01/1992,Astore,1.1,-3.6,4.54
17/01/1992,Astore,3.5,-2,0
18/01/1992,Astore,4.3,-1.6,14.9
19/01/1992,Astore,1.1,-6.7,19.44
20/01/1992,Astore,0.6,-6.7,4.54
21/01/1992,Astore,2.7,-7.3,0
22/01/1992,Astore,-1.3,-7.3,5.29
23/01/1992,Astore,4.2,-6.2,0
24/01/1992,Astore,-1.6,-5.2,4.1
25/01/1992,Astore,1.6,-11.3,0
26/01/1992,Astore,-2.7,-11.9,0
27/01/1992,Astore,-2.7,-9.9,0
28/01/1992,Astore,1.2,-9.3,4.1
29/01/1992,Astore,0,-3.6,23.87
30/01/1992,Astore,3.2,-4.1,2.27
31/01/1992,Astore,6.9,0,0
01/02/1992,Astore,6.9,1.6,0
02/02/1992,Astore,9.7,2.6,0
03/02/1992,Astore,9.7,1.5,0
04/02/1992,Astore,10.2,-2,0
05/02/1992,Astore,10.2,-3.6,0
06/02/1992,Astore,6.9,-5.2,0
07/02/1992,Astore,7.5,-4.1,0
08/02/1992,Astore,8.1,-1.6,0
09/02/1992,Astore,9.1,-2,0
10/02/1992,Astore,10.8,-2.6,0
11/02/1992,Astore,9.1,-3.1,0
12/02/1992,Astore,9.7,-2.6,0
13/02/1992,Astore,7,2,0
14/02/1992,Astore,7.5,2,2.16
15/02/1992,Astore,10.2,2.6,0.32
16/02/1992,Astore,5.1,2.3,5.18
17/02/1992,Astore,3.9,-3.1,11.99
18/02/1992,Astore,6.6,-2,0
19/02/1992,Astore,8.3,1,0
20/02/1992,Astore,10.9,2.6,2.16
21/02/1992,Astore,7.5,-0.6,5.83
22/02/1992,Astore,12.1,2,0
23/02/1992,Astore,7.5,2,0
24/02/1992,Astore,10.4,1,7.56
25/02/1992,Astore,8.5,2.3,0
26/02/1992,Astore,8.3,2,8.96
27/02/1992,Astore,3.5,0,18.9
28/02/1992,Astore,3.7,-0.7,0
29/02/1992,Astore,6.6,-2,0
01/03/1992,Astore,6.6,-2.6,0
02/03/1992,Astore,7,-2,0
03/03/1992,Astore,8.1,-1.6,0
04/03/1992,Astore,9.7,-0.6,0
05/03/1992,Astore,10.2,1,0
06/03/1992,Astore,9.7,1.4,0
07/03/1992,Astore,6,0.6,0
08/03/1992,Astore,8.1,0,0
09/03/1992,Astore,10.8,0.6,0
10/03/1992,Astore,11.8,-0.6,0
11/03/1992,Astore,11.8,-1.6,0
12/03/1992,Astore,12.6,-2,0
13/03/1992,Astore,11.8,-1,0
14/03/1992,Astore,12.9,0.6,0
15/03/1992,Astore,10.8,2.6,0
16/03/1992,Astore,9.9,0.6,0
17/03/1992,Astore,7.8,-1.6,0
18/03/1992,Astore,9.1,-1,0
19/03/1992,Astore,9.7,0,0
20/03/1992,Astore,7.5,2,0
21/03/1992,Astore,7,2.3,0
22/03/1992,Astore,12.9,0.6,0
23/03/1992,Astore,11.5,1.3,0
24/03/1992,Astore,12.9,2,0
25/03/1992,Astore,11.2,0.6,2.16
26/03/1992,Astore,6,0.6,8.64
27/03/1992,Astore,11.2,2,0
28/03/1992,Astore,13.3,2.6,0
29/03/1992,Astore,13.9,1,0
30/03/1992,Astore,14.7,1.6,0
31/03/1992,Astore,13.5,3.1,0
01/04/1992,Astore,10.8,3.6,3.89
02/04/1992,Astore,11.9,3.1,5.18
03/04/1992,Astore,9.7,2,0
04/04/1992,Astore,12.7,2,0
05/04/1992,Astore,14.7,2.6,0
06/04/1992,Astore,16,3.6,0
07/04/1992,Astore,17.1,3.6,0
08/04/1992,Astore,16.9,4.1,0
09/04/1992,Astore,12.5,2.6,4.32
10/04/1992,Astore,3.7,0,14.69
11/04/1992,Astore,5.4,-1,0
12/04/1992,Astore,3.2,-1,11.45
13/04/1992,Astore,8.1,-0.6,0
14/04/1992,Astore,9.1,0,0
15/04/1992,Astore,11.5,2.6,0
16/04/1992,Astore,9.7,2.6,0
17/04/1992,Astore,11.8,3.6,0
18/04/1992,Astore,11.8,2.6,0
19/04/1992,Astore,15,2.6,0
20/04/1992,Astore,15,3.1,0
21/04/1992,Astore,16,4.1,0
22/04/1992,Astore,14.5,4.7,0
23/04/1992,Astore,17.7,4.7,0
24/04/1992,Astore,19.3,5.2,0
25/04/1992,Astore,20.4,2.6,0
26/04/1992,Astore,20.8,6.2,0
27/04/1992,Astore,21.7,6.7,0
28/04/1992,Astore,23.5,6.7,0
29/04/1992,Astore,22.5,7.7,0
30/04/1992,Astore,22.8,7.7,0
01/05/1992,Astore,19.3,7.3,0
02/05/1992,Astore,18.1,7.3,0
03/05/1992,Astore,17.7,6.2,0
04/05/1992,Astore,22.5,7.7,0
05/05/1992,Astore,23.5,9.3,0
06/05/1992,Astore,24.1,9.9,0
07/05/1992,Astore,24.6,12.4,0
08/05/1992,Astore,23.5,11.9,0
09/05/1992,Astore,18.1,9.3,0
10/05/1992,Astore,19.8,8,0
11/05/1992,Astore,22.5,7.7,0
12/05/1992,Astore,24.3,8.6,0
13/05/1992,Astore,25.2,9.9,0
14/05/1992,Astore,26.7,9.9,0
15/05/1992,Astore,27.7,10.3,0
16/05/1992,Astore,28.3,10.7,0
17/05/1992,Astore,28.3,8.3,0
18/05/1992,Astore,18.7,10.9,0
19/05/1992,Astore,23.5,10.9,0
20/05/1992,Astore,21.9,9.3,0
21/05/1992,Astore,22.5,10.9,0
22/05/1992,Astore,24.1,10.9,0
23/05/1992,Astore,25.2,11.9,0
24/05/1992,Astore,25.2,10.3,0.22
25/05/1992,Astore,26.7,11.9,0
26/05/1992,Astore,24.6,10.9,0
27/05/1992,Astore,25.9,9.3,0
28/05/1992,Astore,26.7,11.3,0
29/05/1992,Astore,24,11.3,0
30/05/1992,Astore,21.9,11.3,0
31/05/1992,Astore,24.1,12.4,0
01/06/1992,Astore,32.5,11.1,0
02/06/1992,Astore,22.5,11.1,0
03/06/1992,Astore,22.9,8.7,0
04/06/1992,Astore,21.9,9.3,5.4
05/06/1992,Astore,15,7.7,2.38
06/06/1992,Astore,17.1,8.3,2.16
07/06/1992,Astore,16.6,8.3,0
08/06/1992,Astore,20.5,9.3,0
09/06/1992,Astore,21.4,9.3,0
10/06/1992,Astore,22.2,8.7,0
11/06/1992,Astore,22.9,8.7,2.16
12/06/1992,Astore,16,6.7,4.86
13/06/1992,Astore,16.6,6.7,0
14/06/1992,Astore,20.8,9.3,0
15/06/1992,Astore,23.5,10.3,0.32
16/06/1992,Astore,23.5,8.7,2.16
17/06/1992,Astore,20.8,8.7,0
18/06/1992,Astore,22.9,8.7,0
19/06/1992,Astore,24.6,8.7,0
20/06/1992,Astore,25.6,9.9,0
21/06/1992,Astore,25.6,10.9,0
22/06/1992,Astore,27.7,13.4,0
23/06/1992,Astore,28.9,13.4,0
24/06/1992,Astore,26.7,13.4,0
25/06/1992,Astore,28.9,14,0
26/06/1992,Astore,29.4,14.5,0
27/06/1992,Astore,29.4,15.5,0
28/06/1992,Astore,27.7,15,0
29/06/1992,Astore,21.4,12.9,0
30/06/1992,Astore,27.3,13.4,0
01/07/1992,Astore,24.1,11.2,0
02/07/1992,Astore,25.9,12.9,2.16
03/07/1992,Astore,25.9,13,0
04/07/1992,Astore,28.8,14.4,0
05/07/1992,Astore,27.8,14,0
06/07/1992,Astore,29.3,14.4,0
07/07/1992,Astore,31.2,15.8,0
08/07/1992,Astore,32.2,15.8,0
09/07/1992,Astore,32.2,16.7,0
10/07/1992,Astore,32.9,19.5,0
11/07/1992,Astore,32,18.6,0
12/07/1992,Astore,28.1,17.7,0
13/07/1992,Astore,27.6,10.2,6.48
14/07/1992,Astore,17.6,9.8,1.08
15/07/1992,Astore,21.4,10.2,1.08
16/07/1992,Astore,21.4,10.2,0
17/07/1992,Astore,24,12.1,0
18/07/1992,Astore,27.2,12.1,0
19/07/1992,Astore,29.8,15.8,0
20/07/1992,Astore,27.2,13,0
21/07/1992,Astore,24,14.4,0
22/07/1992,Astore,27.8,17.7,0
23/07/1992,Astore,30.2,15.8,0
24/07/1992,Astore,31,16.7,0
25/07/1992,Astore,31.2,16.7,0
26/07/1992,Astore,31.2,17.2,0
27/07/1992,Astore,31.2,17.7,0
28/07/1992,Astore,29.8,17.7,0
29/07/1992,Astore,26.9,15.8,0
30/07/1992,Astore,31.2,17.7,0
31/07/1992,Astore,30.7,14.9,0
01/08/1992,Astore,30.7,18.6,0
02/08/1992,Astore,26.9,16.7,0
03/08/1992,Astore,30.7,16.7,1.08
04/08/1992,Astore,30.2,17.7,0
05/08/1992,Astore,28.3,15.3,0
06/08/1992,Astore,19.7,14.9,1.4
07/08/1992,Astore,22.6,14.4,0
08/08/1992,Astore,20.2,13,0
09/08/1992,Astore,21.6,13.5,0
10/08/1992,Astore,26.4,13.5,0
11/08/1992,Astore,27.8,15.6,0
12/08/1992,Astore,25,14.4,5.4
13/08/1992,Astore,21.1,14,0
14/08/1992,Astore,25.4,14,0
15/08/1992,Astore,26.4,14,1.62
16/08/1992,Astore,22.6,13,1.08
17/08/1992,Astore,20.2,12.1,0
18/08/1992,Astore,25.4,14,0
19/08/1992,Astore,26.4,13.5,0
20/08/1992,Astore,28.3,13.5,0
21/08/1992,Astore,26.9,14.4,1.08
22/08/1992,Astore,26.4,14,1.08
23/08/1992,Astore,25.9,13.5,0
24/08/1992,Astore,25.4,14.9,0
25/08/1992,Astore,23.5,14.9,0
26/08/1992,Astore,26.4,12.1,1.08
27/08/1992,Astore,26.4,12.1,0
28/08/1992,Astore,26.4,13.5,0
29/08/1992,Astore,23.5,11.6,7.56
30/08/1992,Astore,19.7,10.2,1.62
31/08/1992,Astore,21.1,9.3,0
01/09/1992,Astore,23.5,11.2,0
02/09/1992,Astore,16.8,11.2,2.16
03/09/1992,Astore,15.8,9.3,1.08
04/09/1992,Astore,13.9,8.4,0
05/09/1992,Astore,23.5,8.4,0
06/09/1992,Astore,25,10.2,1.4
07/09/1992,Astore,25.4,10.7,0
08/09/1992,Astore,26.4,10.2,0
09/09/1992,Astore,27.4,11.6,0
10/09/1992,Astore,27.4,14,0
11/09/1992,Astore,27.4,12.1,0
12/09/1992,Astore,25.4,12.1,5.4
13/09/1992,Astore,25.9,12.1,6.48
14/09/1992,Astore,26.4,12.1,1.08
15/09/1992,Astore,24.5,12.1,5.4
16/09/1992,Astore,22.6,10.2,2.7
17/09/1992,Astore,23.5,9.8,2.16
18/09/1992,Astore,24.5,9.8,0
19/09/1992,Astore,26.2,4.7,0
20/09/1992,Astore,26.2,9.9,0
21/09/1992,Astore,21.1,10.2,1.08
22/09/1992,Astore,20.6,8.4,0
23/09/1992,Astore,16.3,7,0
24/09/1992,Astore,19.7,6.5,0
25/09/1992,Astore,17.8,5.6,0
26/09/1992,Astore,19.2,6.5,4.1
27/09/1992,Astore,16.8,5.6,0
28/09/1992,Astore,19.2,5.6,4.64
29/09/1992,Astore,21.1,6,7.56
30/09/1992,Astore,22.6,7.4,1.62
01/10/1992,Astore,22.1,7.4,0
02/10/1992,Astore,20.6,7,0
03/10/1992,Astore,20.2,7,0
04/10/1992,Astore,20.4,6,0
05/10/1992,Astore,21.6,6,0
06/10/1992,Astore,22.6,7,0
07/10/1992,Astore,22.1,6.5,0
08/10/1992,Astore,22.6,6.5,0
09/10/1992,Astore,22.6,7.9,0
10/10/1992,Astore,24.4,8.4,0
11/10/1992,Astore,20.6,6.5,0
12/10/1992,Astore,20.6,7,0
13/10/1992,Astore,21.1,7.9,0
14/10/1992,Astore,17.8,7,2.7
15/10/1992,Astore,14.9,7.4,1.62
16/10/1992,Astore,13.4,4.2,2.16
17/10/1992,Astore,16.5,4.2,0
18/10/1992,Astore,18.2,5.6,0
19/10/1992,Astore,18.7,2.8,0
20/10/1992,Astore,17.8,5.6,0
21/10/1992,Astore,9.8,6,0
22/10/1992,Astore,16,4.2,0
23/10/1992,Astore,17.1,3.7,0
24/10/1992,Astore,17.8,4.7,0
25/10/1992,Astore,16.8,5.1,3.02
26/10/1992,Astore,15.8,5.6,0
27/10/1992,Astore,10.1,4.2,4.64
28/10/1992,Astore,13,3.7,0
29/10/1992,Astore,14.9,2.3,0
30/10/1992,Astore,14.9,2.8,0
31/10/1992,Astore,15.4,2.8,0
01/11/1992,Astore,15.8,2.8,0
02/11/1992,Astore,16.6,3.3,0
03/11/1992,Astore,16.6,2.8,0
04/11/1992,Astore,15.4,2.3,0
05/11/1992,Astore,15.4,2.8,0
06/11/1992,Astore,15.8,2.8,0
07/11/1992,Astore,15.6,2.8,0
08/11/1992,Astore,15.6,1.9,0
09/11/1992,Astore,15.8,2.8,0
10/11/1992,Astore,15.8,3.3,0
11/11/1992,Astore,14.9,4.2,0.43
12/11/1992,Astore,8.2,2.8,14.58
13/11/1992,Astore,7,1.9,5.94
14/11/1992,Astore,10.8,1.9,0
15/11/1992,Astore,10.6,1.9,0
16/11/1992,Astore,8,1.4,0
17/11/1992,Astore,9.9,1.9,0
18/11/1992,Astore,8.6,3,5.4
19/11/1992,Astore,6.7,0.5,4.21
20/11/1992,Astore,8.6,-0.9,0
21/11/1992,Astore,9.9,-0.5,0
22/11/1992,Astore,7,2.1,0
23/11/1992,Astore,8.6,-0.9,0
24/11/1992,Astore,9.1,-2.3,0
25/11/1992,Astore,7.7,-2.8,0
26/11/1992,Astore,5.3,-2.8,0
27/11/1992,Astore,7.7,-2.3,0
28/11/1992,Astore,4.1,-1.9,0
29/11/1992,Astore,5.1,-1.4,0
30/11/1992,Astore,7.2,-3.3,0
01/12/1992,Astore,7.2,-3.3,0
02/12/1992,Astore,7.2,-3.3,0
03/12/1992,Astore,5.8,-0.9,0
04/12/1992,Astore,3.8,0,0
05/12/1992,Astore,5.8,0,10.8
06/12/1992,Astore,3.4,-0.5,6.48
07/12/1992,Astore,8.2,-1.4,2.16
08/12/1992,Astore,4.3,-4.7,0
09/12/1992,Astore,3.4,-7,0
10/12/1992,Astore,1.9,-5.6,0
11/12/1992,Astore,0.5,-4.7,0
12/12/1992,Astore,3.4,-8,0
13/12/1992,Astore,0.5,-7.4,0
14/12/1992,Astore,4.3,-5.8,0
15/12/1992,Astore,3.8,-4.2,0
16/12/1992,Astore,5.3,-2.1,0
17/12/1992,Astore,5.1,-2.8,0
18/12/1992,Astore,6.2,-5.6,0
19/12/1992,Astore,5.1,-7.4,0
20/12/1992,Astore,1.2,-7,0
21/12/1992,Astore,3.1,-3.7,0
22/12/1992,Astore,0.5,-6.5,0
23/12/1992,Astore,5.3,-7.3,0
24/12/1992,Astore,3.3,-6.5,0
25/12/1992,Astore,2.2,-4.7,0
26/12/1992,Astore,3.2,-4.7,0
27/12/1992,Astore,2.2,-4.7,0
28/12/1992,Astore,3.8,-7,0
29/12/1992,Astore,1.9,-6,0
30/12/1992,Astore,4.8,5.3,0
31/12/1992,Astore,6,-6.3,0
01/01/1993,Astore,4.1,-6.5,0
02/01/1993,Astore,3.8,-4.7,0
03/01/1993,Astore,3.2,-8.8,0
04/01/1993,Astore,3.3,-9,0
05/01/1993,Astore,2.4,-9.3,0
06/01/1993,Astore,2.4,-8.8,0
07/01/1993,Astore,4.1,-9.8,0
08/01/1993,Astore,2.4,-9.8,0
09/01/1993,Astore,2.9,-8.4,0
10/01/1993,Astore,5.3,-5.6,0
11/01/1993,Astore,5.3,-7.4,0
12/01/1993,Astore,1.4,-6.5,0
13/01/1993,Astore,3.4,-6.5,0
14/01/1993,Astore,2.4,-8.8,0
15/01/1993,Astore,0.5,-8.4,0
16/01/1993,Astore,1.4,-6,0
17/01/1993,Astore,2.2,-6,0
18/01/1993,Astore,2.2,-6,0
19/01/1993,Astore,2.9,-1.9,0
20/01/1993,Astore,6,-5.1,0.32
21/01/1993,Astore,4.1,-8.4,0
22/01/1993,Astore,3.2,-9.3,0
23/01/1993,Astore,3.8,-9.3,0
24/01/1993,Astore,5.3,-3.3,0
25/01/1993,Astore,5.8,-2.3,0
26/01/1993,Astore,7.2,-3.3,0
27/01/1993,Astore,9.1,-3.7,0
28/01/1993,Astore,5.3,-2.8,0
29/01/1993,Astore,9.9,-4.2,0
30/01/1993,Astore,8.2,-5,0
31/01/1993,Astore,8.2,-5.1,0
01/02/1993,Astore,8.9,-5.1,0
02/02/1993,Astore,9.6,-1.9,0
03/02/1993,Astore,6.2,-1.4,0
04/02/1993,Astore,10.1,1.9,0
05/02/1993,Astore,8.2,-0.5,0
06/02/1993,Astore,9.1,0,0
07/02/1993,Astore,6.7,0,0
08/02/1993,Astore,10.1,2.8,0
09/02/1993,Astore,9.1,0.9,0
10/02/1993,Astore,9.9,1.4,0
11/02/1993,Astore,8,0.9,0
12/02/1993,Astore,8,0.9,0
13/02/1993,Astore,7.7,0,0
14/02/1993,Astore,8.9,-0.9,0
15/02/1993,Astore,8.9,-1.9,0
16/02/1993,Astore,7.7,-1.9,0
17/02/1993,Astore,7.7,-1.9,0
18/02/1993,Astore,6.2,-3.3,0
19/02/1993,Astore,4.8,-2.3,0
20/02/1993,Astore,7.2,-0.9,0
21/02/1993,Astore,6.2,-0.9,0
22/02/1993,Astore,2.4,-1.9,0
23/02/1993,Astore,7.7,-3.7,0
24/02/1993,Astore,8.9,-4.2,0
25/02/1993,Astore,8.9,-3.3,0
26/02/1993,Astore,8.9,0.5,0
27/02/1993,Astore,9.8,0.5,0
28/02/1993,Astore,6,0.5,0
01/03/1993,Astore,7,-2.3,0
02/03/1993,Astore,7,-3.3,0
03/03/1993,Astore,8,-2.8,0
04/03/1993,Astore,8.2,0,0
05/03/1993,Astore,7.7,-2.8,0
06/03/1993,Astore,9.1,-3.7,0
07/03/1993,Astore,9.6,-3.7,0
08/03/1993,Astore,9.1,-3.3,0
09/03/1993,Astore,11.5,-2.3,0
10/03/1993,Astore,12,0,0
11/03/1993,Astore,12,0.9,0
12/03/1993,Astore,7.2,0,0
13/03/1993,Astore,7.2,0,3.24
14/03/1993,Astore,7.2,-3.3,0
15/03/1993,Astore,7.2,-5,0
16/03/1993,Astore,7.2,-4.7,0
17/03/1993,Astore,8.2,-3,0
18/03/1993,Astore,6.1,0.6,5.4
19/03/1993,Astore,7.5,0.9,13.72
20/03/1993,Astore,8,0.9,26.78
21/03/1993,Astore,4.3,0.5,46.12
22/03/1993,Astore,3.6,-2.3,4.32
23/03/1993,Astore,9.6,-1.9,0
24/03/1993,Astore,9.9,-0.5,0
25/03/1993,Astore,10.3,0.5,0
26/03/1993,Astore,11.9,0,0
27/03/1993,Astore,12.7,-0.5,0
28/03/1993,Astore,16.6,2.6,0
29/03/1993,Astore,16.8,4.7,0
30/03/1993,Astore,17.7,7.4,0
31/03/1993,Astore,19.5,8.4,0
01/04/1993,Astore,19.5,3.3,12.96
02/04/1993,Astore,5.8,2.3,38.88
03/04/1993,Astore,12.9,3.3,1.08
04/04/1993,Astore,13.4,3.7,0
05/04/1993,Astore,15.1,4.9,2.16
06/04/1993,Astore,13,5.1,2.48
07/04/1993,Astore,17.6,5,0
08/04/1993,Astore,17.6,4.4,0
09/04/1993,Astore,17.8,4.5,0
10/04/1993,Astore,19.7,4,0
11/04/1993,Astore,19.7,4.3,0
12/04/1993,Astore,20.6,5,0
13/04/1993,Astore,22.6,5.6,0
14/04/1993,Astore,22.6,6.7,0
15/04/1993,Astore,23.5,7.9,0
16/04/1993,Astore,24.5,7.6,0
17/04/1993,Astore,25,9.3,0
18/04/1993,Astore,23.5,8.8,0
19/04/1993,Astore,21.6,7.9,0
20/04/1993,Astore,18.7,8.8,0
21/04/1993,Astore,20.2,7,0
22/04/1993,Astore,22.6,7.4,0
23/04/1993,Astore,22.6,8.4,0
24/04/1993,Astore,17.7,6.2,0
25/04/1993,Astore,19.5,5.1,0
26/04/1993,Astore,19.7,6.2,0
27/04/1993,Astore,22.5,7.9,0
28/04/1993,Astore,24.3,8.4,0
29/04/1993,Astore,24.5,9.3,0
30/04/1993,Astore,25.4,10.2,0
01/05/1993,Astore,22.6,10.2,0
02/05/1993,Astore,23.5,10.2,0
03/05/1993,Astore,25.4,11.8,0
04/05/1993,Astore,24.5,11.7,0
05/05/1993,Astore,22.6,10.2,0
06/05/1993,Astore,18.2,8.4,0
07/05/1993,Astore,24,10.2,0
08/05/1993,Astore,24.5,10.7,0
09/05/1993,Astore,16.8,7.4,3.24
10/05/1993,Astore,20.6,9,0
11/05/1993,Astore,20.2,8.4,0
12/05/1993,Astore,22.6,8.4,0
13/05/1993,Astore,25.4,9.8,0
14/05/1993,Astore,26.3,11.9,0
15/05/1993,Astore,26.4,12.6,0
16/05/1993,Astore,28.3,13,0
17/05/1993,Astore,22.6,12.1,0
18/05/1993,Astore,24.5,13,0
19/05/1993,Astore,24.5,9.3,5.83
20/05/1993,Astore,22.1,10.7,0
21/05/1993,Astore,16.8,7.9,2.92
22/05/1993,Astore,14.8,6.3,0
23/05/1993,Astore,17.8,9.1,4.64
24/05/1993,Astore,16.8,8,0
25/05/1993,Astore,16.8,7,2.7
26/05/1993,Astore,19.6,7.3,0
27/05/1993,Astore,20.2,7.9,0
28/05/1993,Astore,19.7,7,1.3
29/05/1993,Astore,19.7,8.8,0
30/05/1993,Astore,19.7,8,0
31/05/1993,Astore,21.6,9.8,0
01/06/1993,Astore,21.6,9.8,0
02/06/1993,Astore,22.6,10.2,1.08
03/06/1993,Astore,19.7,8.8,0
04/06/1993,Astore,20.2,10.2,3.24
05/06/1993,Astore,19.2,9.3,3.46
06/06/1993,Astore,21.1,10.7,0
07/06/1993,Astore,20.6,8.8,0
08/06/1993,Astore,24.5,11.2,0
09/06/1993,Astore,27.4,12.1,0
10/06/1993,Astore,27.8,12.1,0
11/06/1993,Astore,28.3,12.1,0
12/06/1993,Astore,29.3,13,0
13/06/1993,Astore,29.3,14,0
14/06/1993,Astore,29.8,15.8,0
15/06/1993,Astore,29.8,14,0
16/06/1993,Astore,25.9,10.7,6.05
17/06/1993,Astore,18.7,9.9,0.65
18/06/1993,Astore,20.2,9.3,0
19/06/1993,Astore,19.6,9.8,0
20/06/1993,Astore,19.6,8.8,0
21/06/1993,Astore,26.3,11.2,0
22/06/1993,Astore,28.3,13.5,0
23/06/1993,Astore,28.8,11.6,0
24/06/1993,Astore,29.3,14.4,0
25/06/1993,Astore,31.2,17.2,0
26/06/1993,Astore,28.3,15.3,0
27/06/1993,Astore,30,16.3,0
28/06/1993,Astore,30.2,18.1,0
29/06/1993,Astore,24.5,14.4,10.26
30/06/1993,Astore,17.8,13.5,2.92
01/07/1993,Astore,23.3,13,0
02/07/1993,Astore,28.3,14.4,3.24
03/07/1993,Astore,28.3,12.6,2.48
04/07/1993,Astore,24.4,14,0
05/07/1993,Astore,28.1,14,0
06/07/1993,Astore,29.2,13,1.3
07/07/1993,Astore,26.4,14.9,0
08/07/1993,Astore,26.4,11.2,1.08
09/07/1993,Astore,22.6,11.2,0
10/07/1993,Astore,26.4,12.1,0
11/07/1993,Astore,29.3,14.4,0
12/07/1993,Astore,30.1,14,0
13/07/1993,Astore,29.2,15.8,0
14/07/1993,Astore,20.5,11.2,0
15/07/1993,Astore,21.1,12.1,1.08
16/07/1993,Astore,22.6,11.2,1.08
17/07/1993,Astore,25.4,11.6,0
18/07/1993,Astore,24.5,11.2,0
19/07/1993,Astore,27.8,13,0
20/07/1993,Astore,29.3,14.4,0
21/07/1993,Astore,29.8,16.3,0
22/07/1993,Astore,26.4,13.5,0
23/07/1993,Astore,24.5,14.4,1.08
24/07/1993,Astore,17.3,12.6,13.5
25/07/1993,Astore,21.6,13,0
26/07/1993,Astore,24,12.6,0
27/07/1993,Astore,24.5,12.1,0
28/07/1993,Astore,25.4,11.6,0
29/07/1993,Astore,27.4,12.1,0
30/07/1993,Astore,28.8,14.4,0
31/07/1993,Astore,29.3,14.4,0
01/08/1993,Astore,27.4,15.3,0
02/08/1993,Astore,25,15.3,0
03/08/1993,Astore,20.4,12.6,1.73
04/08/1993,Astore,25.9,12.6,0
05/08/1993,Astore,25.9,14,0
06/08/1993,Astore,29.2,16.3,0
07/08/1993,Astore,25,14.4,3.24
