Date,location,Tmax,Tmin,precipitation
02/01/1990,Bunji,10.3,3.5,0
03/01/1990,Bunji,9.7,3.5,0
04/01/1990,Bunji,7,-2.8,0
05/01/1990,Bunji,9.7,-0.6,0
06/01/1990,Bunji,8.1,-0.6,0
07/01/1990,Bunji,9.4,0,0
08/01/1990,Bunji,10.3,1.6,0
09/01/1990,Bunji,8.6,2.1,0
10/01/1990,Bunji,12.4,2.1,0
11/01/1990,Bunji,11.8,3.4,0
12/01/1990,Bunji,15.1,4.2,0
13/01/1990,Bunji,9.7,3.7,1.46
14/01/1990,Bunji,10.8,2.4,0
15/01/1990,Bunji,14.6,2.1,0
16/01/1990,Bunji,11.8,3.5,0
17/01/1990,Bunji,10,3.7,0
18/01/1990,Bunji,8.3,4.2,4.58
19/01/1990,Bunji,12.4,4.5,0
20/01/1990,Bunji,13.2,1.8,0
21/01/1990,Bunji,11.8,2.9,1.35
22/01/1990,Bunji,9.7,3.5,0
23/01/1990,Bunji,8.6,3.5,0
24/01/1990,Bunji,8.1,3,0
25/01/1990,Bunji,13.5,3.5,0
26/01/1990,Bunji,14,4.5,0
27/01/1990,Bunji,13.5,3,0
28/01/1990,Bunji,12.9,1.6,0
29/01/1990,Bunji,9.7,2.9,0
30/01/1990,Bunji,10.3,0.8,0
31/01/1990,Bunji,10.8,4.5,0
01/02/1990,Bunji,7.6,3,0
02/02/1990,Bunji,12.4,2.4,0
03/02/1990,Bunji,11.8,-1.1,0
04/02/1990,Bunji,11.8,-0.6,0
05/02/1990,Bunji,10.3,2.4,0
06/02/1990,Bunji,11.6,2.1,0
07/02/1990,Bunji,12.4,-0.6,0
08/02/1990,Bunji,11.8,0,0
09/02/1990,Bunji,10.3,3.7,0
10/02/1990,Bunji,9.1,4.2,0
11/02/1990,Bunji,12.9,4.8,0
12/02/1990,Bunji,16.7,3.5,0
13/02/1990,Bunji,16.2,3.2,0
14/02/1990,Bunji,13.2,2.4,0
15/02/1990,Bunji,16.7,2.1,0
16/02/1990,Bunji,16.7,2.4,0
17/02/1990,Bunji,16.2,3.7,0
18/02/1990,Bunji,16.7,7.5,0
19/02/1990,Bunji,15.6,5.4,0
20/02/1990,Bunji,16.2,4.5,0
21/02/1990,Bunji,17.8,5.1,0
22/02/1990,Bunji,15.1,7.2,0
23/02/1990,Bunji,18.3,4.8,0
24/02/1990,Bunji,17.3,3.7,0
25/02/1990,Bunji,18.3,4.2,0
26/02/1990,Bunji,20.8,6.1,0
27/02/1990,Bunji,20,8.3,1.04
28/02/1990,Bunji,9.1,4.8,3.64
01/03/1990,Bunji,15.3,5.9,0
02/03/1990,Bunji,15.6,7.2,0
03/03/1990,Bunji,18.3,5.6,0
04/03/1990,Bunji,17.8,4,0
05/03/1990,Bunji,18.8,5.1,0
06/03/1990,Bunji,19.4,6.1,0
07/03/1990,Bunji,19.1,5.6,0
08/03/1990,Bunji,20.5,6.1,0
09/03/1990,Bunji,22.1,8.3,0
10/03/1990,Bunji,24,9.3,0
11/03/1990,Bunji,25.9,9.9,0
12/03/1990,Bunji,23.2,11.4,0
13/03/1990,Bunji,22.1,12,0
14/03/1990,Bunji,24,12,0
15/03/1990,Bunji,24,13.1,0
16/03/1990,Bunji,23.7,13.3,0
17/03/1990,Bunji,23.7,15,0
18/03/1990,Bunji,25.5,17.4,0
19/03/1990,Bunji,26.1,16.2,0
20/03/1990,Bunji,21.3,12.3,0
21/03/1990,Bunji,24.8,12.3,0
22/03/1990,Bunji,22.6,14.4,0
23/03/1990,Bunji,23.7,12,0
24/03/1990,Bunji,20.5,9.9,2.39
25/03/1990,Bunji,16.7,8.5,4.99
26/03/1990,Bunji,18.8,9,0
27/03/1990,Bunji,21,10.4,0
28/03/1990,Bunji,23.2,10.2,0
29/03/1990,Bunji,22.9,9.3,0
30/03/1990,Bunji,22.1,9.6,0
31/03/1990,Bunji,23.7,10.2,0
01/04/1990,Bunji,24.8,10.4,0
02/04/1990,Bunji,25.9,10.9,0
03/04/1990,Bunji,25.6,11.7,0
04/04/1990,Bunji,23.2,13.5,0
05/04/1990,Bunji,25.3,12,0
06/04/1990,Bunji,28,12.6,0
07/04/1990,Bunji,29.1,13.1,0
08/04/1990,Bunji,29.7,16.2,0
09/04/1990,Bunji,22.9,12.6,0
10/04/1990,Bunji,21.5,11.4,2.5
11/04/1990,Bunji,16.7,10.2,5.72
12/04/1990,Bunji,15.3,9.6,11.54
13/04/1990,Bunji,20.5,11.2,0
14/04/1990,Bunji,22.6,12,0
15/04/1990,Bunji,20.5,8,0
16/04/1990,Bunji,23.2,8.8,0
17/04/1990,Bunji,25.9,10.7,0
18/04/1990,Bunji,23.7,11.7,3.43
19/04/1990,Bunji,17.3,10.7,2.18
20/04/1990,Bunji,25.9,13.1,0
21/04/1990,Bunji,28.3,16.2,0
22/04/1990,Bunji,18,10.2,8.32
23/04/1990,Bunji,20,12.8,0
24/04/1990,Bunji,21,11.4,7.59
25/04/1990,Bunji,19.4,9,0
26/04/1990,Bunji,26.4,12.6,0
27/04/1990,Bunji,28.5,13.3,0
28/04/1990,Bunji,29.1,13.6,17.37
29/04/1990,Bunji,24.3,14.1,1.25
30/04/1990,Bunji,23.7,10.7,8.32
01/05/1990,Bunji,18.6,12,0
02/05/1990,Bunji,17.3,10.7,1.25
03/05/1990,Bunji,19.4,11.4,0
04/05/1990,Bunji,21.8,9.3,0
05/05/1990,Bunji,23.5,9.9,0
06/05/1990,Bunji,26.4,10.9,0
07/05/1990,Bunji,28.5,13.6,0
08/05/1990,Bunji,30.2,14.4,0
09/05/1990,Bunji,30.7,12.3,13
10/05/1990,Bunji,23.2,12.6,3.43
11/05/1990,Bunji,22.1,12.8,0
12/05/1990,Bunji,28.5,15,0
13/05/1990,Bunji,29.7,16.2,0
14/05/1990,Bunji,28.5,15,0
15/05/1990,Bunji,30.2,15.5,0
16/05/1990,Bunji,32.3,15.7,0
17/05/1990,Bunji,33.7,16.8,0
18/05/1990,Bunji,32.9,17.9,0
19/05/1990,Bunji,30.2,17.6,0
20/05/1990,Bunji,32.3,12.3,0
21/05/1990,Bunji,32.9,20.3,0
22/05/1990,Bunji,31.2,16.8,0
23/05/1990,Bunji,31.8,17.6,0
24/05/1990,Bunji,32.3,17.6,0
25/05/1990,Bunji,27.5,15.5,0
26/05/1990,Bunji,28,15,0
27/05/1990,Bunji,27,17.1,0
28/05/1990,Bunji,26.1,16,0
29/05/1990,Bunji,27.3,15,1.25
30/05/1990,Bunji,23.2,12,0
31/05/1990,Bunji,30.7,15.2,0
01/06/1990,Bunji,33.4,17.9,0
02/06/1990,Bunji,26.1,15.2,0
03/06/1990,Bunji,24.8,15,0
04/06/1990,Bunji,25.9,12.8,0
05/06/1990,Bunji,29.1,15,0
06/06/1990,Bunji,32.3,16.2,0
07/06/1990,Bunji,32.9,17.6,0
08/06/1990,Bunji,31.8,18.1,0
09/06/1990,Bunji,32.1,16,1.04
10/06/1990,Bunji,27.5,16,0
11/06/1990,Bunji,29.1,17.9,0
12/06/1990,Bunji,28,15.7,0
13/06/1990,Bunji,33.4,17.4,0
14/06/1990,Bunji,36.1,17.6,0
15/06/1990,Bunji,35.6,19.5,0
16/06/1990,Bunji,33.4,24.8,0
17/06/1990,Bunji,35,25.1,0
18/06/1990,Bunji,34.5,21.3,0
19/06/1990,Bunji,35.6,21.3,0
20/06/1990,Bunji,36.1,20.8,0
21/06/1990,Bunji,35,18.6,4.26
22/06/1990,Bunji,23.2,18.6,0
23/06/1990,Bunji,22.6,17.6,2.29
24/06/1990,Bunji,25,16.8,0
25/06/1990,Bunji,27.5,17.1,1.35
26/06/1990,Bunji,22.6,15.2,4.58
27/06/1990,Bunji,23.2,15.6,0
28/06/1990,Bunji,26.1,16,0
29/06/1990,Bunji,33.4,16,0
30/06/1990,Bunji,31.2,17.1,0
01/07/1990,Bunji,34.1,17.9,0
02/07/1990,Bunji,34.5,19.2,0
03/07/1990,Bunji,34.7,23.4,0
04/07/1990,Bunji,34.5,20.3,0
05/07/1990,Bunji,34.5,23.4,0
06/07/1990,Bunji,29.4,21.3,0
07/07/1990,Bunji,32.9,23.2,0
08/07/1990,Bunji,32.9,19.8,0
09/07/1990,Bunji,35,20.5,0
10/07/1990,Bunji,32.9,18.1,4.78
11/07/1990,Bunji,32.3,18.1,0
12/07/1990,Bunji,30.5,16.8,0
13/07/1990,Bunji,35,20.5,0
14/07/1990,Bunji,35,22.4,0
15/07/1990,Bunji,32.6,24,0
16/07/1990,Bunji,33.4,21.3,0
17/07/1990,Bunji,31.8,21.3,0
18/07/1990,Bunji,26.4,19.8,0
19/07/1990,Bunji,31.2,15.5,2.08
20/07/1990,Bunji,25.3,14.7,0
21/07/1990,Bunji,27.5,17.1,0
22/07/1990,Bunji,30.2,16,0
23/07/1990,Bunji,29.1,16.5,0
24/07/1990,Bunji,30.2,18.1,0
25/07/1990,Bunji,31.8,17.6,0
26/07/1990,Bunji,34.5,18.1,0
27/07/1990,Bunji,36.1,20.3,0
28/07/1990,Bunji,36.7,22.4,0
29/07/1990,Bunji,37.2,25.8,0
30/07/1990,Bunji,34.5,22.2,0
31/07/1990,Bunji,29.4,20.8,0
01/08/1990,Bunji,29.1,20.8,0
02/08/1990,Bunji,30.2,18.9,2.39
03/08/1990,Bunji,29.1,19.2,1.04
04/08/1990,Bunji,27.5,18.1,0
05/08/1990,Bunji,26.4,18.9,0
06/08/1990,Bunji,32.9,18,0
07/08/1990,Bunji,36.1,18.4,0
08/08/1990,Bunji,36.7,21.6,0
09/08/1990,Bunji,35.6,24,0
10/08/1990,Bunji,35,20.5,0
11/08/1990,Bunji,31.2,20.8,0
12/08/1990,Bunji,34.5,21.6,0
13/08/1990,Bunji,31.2,19.8,0
14/08/1990,Bunji,34,18.4,0
15/08/1990,Bunji,36.7,18.6,0
16/08/1990,Bunji,37.7,19.8,0
17/08/1990,Bunji,36.7,21.3,0
18/08/1990,Bunji,37,23.2,0
19/08/1990,Bunji,37.7,21.3,0
20/08/1990,Bunji,24.8,18.6,6.03
21/08/1990,Bunji,24.3,18,7.07
22/08/1990,Bunji,29.1,18.6,1.04
23/08/1990,Bunji,28.5,16.5,3.12
24/08/1990,Bunji,31.2,17.6,0
25/08/1990,Bunji,33.4,17.6,0
26/08/1990,Bunji,34,18.9,0
27/08/1990,Bunji,31.2,20.3,0
28/08/1990,Bunji,29.7,18.6,0
29/08/1990,Bunji,27.5,18.9,0
30/08/1990,Bunji,30.7,17.6,0
31/08/1990,Bunji,30.9,17.1,0
01/09/1990,Bunji,28.5,18.1,0
02/09/1990,Bunji,30.7,16.2,0
03/09/1990,Bunji,28,16.8,0
04/09/1990,Bunji,29.7,13.8,0
05/09/1990,Bunji,30.7,15,0
06/09/1990,Bunji,32.1,16,0
07/09/1990,Bunji,31.1,15.5,0
08/09/1990,Bunji,31.8,15.7,0
09/09/1990,Bunji,34.5,15.5,0
10/09/1990,Bunji,34.2,15.5,0
11/09/1990,Bunji,34.5,15.5,0
12/09/1990,Bunji,35,17.6,0
13/09/1990,Bunji,36.7,17.1,0
14/09/1990,Bunji,37.2,18.4,0
15/09/1990,Bunji,37.2,20,0
16/09/1990,Bunji,35,25.6,0
17/09/1990,Bunji,33.4,24,0
18/09/1990,Bunji,31.8,21.3,0
19/09/1990,Bunji,29.7,16,0
20/09/1990,Bunji,29.1,13.8,0
21/09/1990,Bunji,30.7,15.5,0
22/09/1990,Bunji,30.2,18.1,0
23/09/1990,Bunji,27.5,17.6,0
24/09/1990,Bunji,27,12.6,0
25/09/1990,Bunji,28.5,12.6,0
26/09/1990,Bunji,29.1,12.8,0
27/09/1990,Bunji,29.7,12.8,0
28/09/1990,Bunji,29.4,12.3,0
29/09/1990,Bunji,28.8,13.3,0
30/09/1990,Bunji,30.7,16,0
01/10/1990,Bunji,28,12.8,0
02/10/1990,Bunji,29.7,13.6,0
03/10/1990,Bunji,27,17.1,0
04/10/1990,Bunji,21.5,12.8,5.2
05/10/1990,Bunji,21,10.7,0
06/10/1990,Bunji,26.4,10.7,0
07/10/1990,Bunji,28,11.7,0
08/10/1990,Bunji,28.5,12.3,0
09/10/1990,Bunji,29.1,13.1,0
10/10/1990,Bunji,24.5,12.3,0
11/10/1990,Bunji,22.6,13.1,0
12/10/1990,Bunji,20,11.4,0
13/10/1990,Bunji,22.1,11.7,0
14/10/1990,Bunji,20,12.6,0
15/10/1990,Bunji,23.2,9.6,0
16/10/1990,Bunji,23.2,7.5,0
17/10/1990,Bunji,24.3,8,0
18/10/1990,Bunji,23.2,11.4,0
19/10/1990,Bunji,26.4,10.7,0
20/10/1990,Bunji,23.2,10.9,0
21/10/1990,Bunji,21.5,12.3,0
22/10/1990,Bunji,21,11.7,0
23/10/1990,Bunji,18.8,8.3,0
24/10/1990,Bunji,22.6,6.4,0
25/10/1990,Bunji,23.2,6.9,0
26/10/1990,Bunji,23.2,7.5,0
27/10/1990,Bunji,23.7,8.3,0
28/10/1990,Bunji,20.8,8,0
29/10/1990,Bunji,19.4,8.3,0
30/10/1990,Bunji,16.2,5.9,0
31/10/1990,Bunji,20.5,4.8,0
01/11/1990,Bunji,21,5.4,0
02/11/1990,Bunji,21.8,4.8,0
03/11/1990,Bunji,21.5,4.5,0
04/11/1990,Bunji,20.8,4.5,0
05/11/1990,Bunji,21.5,5.1,0
06/11/1990,Bunji,21.5,5.6,0
07/11/1990,Bunji,22.1,4.5,0
08/11/1990,Bunji,21,5.4,0
09/11/1990,Bunji,21,4.5,0
10/11/1990,Bunji,20,4.2,0
11/11/1990,Bunji,21,5.1,0
12/11/1990,Bunji,17,8,0
13/11/1990,Bunji,17.8,7.2,0
14/11/1990,Bunji,17.3,7.5,0
15/11/1990,Bunji,18.3,8.5,0
16/11/1990,Bunji,19.4,4.5,0
17/11/1990,Bunji,18.8,3.7,0
18/11/1990,Bunji,20,5.4,0
19/11/1990,Bunji,17.3,3.7,0
20/11/1990,Bunji,18.8,4.1,0
21/11/1990,Bunji,19.4,5.1,0
22/11/1990,Bunji,18.8,7.2,0
23/11/1990,Bunji,20.5,9,0
24/11/1990,Bunji,18.8,8.7,0
25/11/1990,Bunji,19.1,8,0
26/11/1990,Bunji,19.7,6.4,0
27/11/1990,Bunji,17.3,6.9,0
28/11/1990,Bunji,17.8,5.9,0
29/11/1990,Bunji,17.8,4.2,0
30/11/1990,Bunji,16.7,5.1,0
01/12/1990,Bunji,14.8,6.6,0
02/12/1990,Bunji,14.6,6.9,0
03/12/1990,Bunji,14.6,3,0
04/12/1990,Bunji,14.6,3.7,0
05/12/1990,Bunji,17.6,3.9,0
06/12/1990,Bunji,14.3,6.4,0
07/12/1990,Bunji,15.9,3.7,0
08/12/1990,Bunji,14.8,3.5,0
09/12/1990,Bunji,12.9,3.7,0
10/12/1990,Bunji,13.8,1.6,0
11/12/1990,Bunji,15.6,2.1,0
12/12/1990,Bunji,13.2,5.9,0
13/12/1990,Bunji,12.4,6.4,0
14/12/1990,Bunji,14.6,4.8,0
15/12/1990,Bunji,14,5.6,0
16/12/1990,Bunji,15.1,6.1,0
17/12/1990,Bunji,16.7,5.9,0
18/12/1990,Bunji,16.2,5.4,0
19/12/1990,Bunji,14.6,3.7,0
20/12/1990,Bunji,14.6,3.8,0
21/12/1990,Bunji,12.4,5.9,0
22/12/1990,Bunji,11.5,5.9,0
23/12/1990,Bunji,11.8,3.7,0
24/12/1990,Bunji,10.5,4,0
25/12/1990,Bunji,8.6,2.7,0
26/12/1990,Bunji,11.5,3.2,0
27/12/1990,Bunji,10.3,0.6,0
28/12/1990,Bunji,10,0.6,0
29/12/1990,Bunji,9.7,1.3,1.04
30/12/1990,Bunji,5.4,1.3,1.66
31/12/1990,Bunji,7,1.6,0
01/01/1991,Bunji,8.9,2.1,4.68
02/01/1991,Bunji,8.1,3.5,8.22
03/01/1991,Bunji,6.5,4,1.77
04/01/1991,Bunji,8.1,4,12.17
05/01/1991,Bunji,8.1,2.7,1.04
06/01/1991,Bunji,7.8,1.8,0
07/01/1991,Bunji,11.3,1.8,0
08/01/1991,Bunji,10.3,4,0
09/01/1991,Bunji,11.3,2.7,0
10/01/1991,Bunji,9.4,3,0
11/01/1991,Bunji,9.7,3.2,0
12/01/1991,Bunji,9.7,0,0
13/01/1991,Bunji,9.1,0.3,0
14/01/1991,Bunji,8.6,-0.3,0
15/01/1991,Bunji,8.6,1.3,0
16/01/1991,Bunji,8.1,1.8,0
17/01/1991,Bunji,11.3,1.6,0
18/01/1991,Bunji,11.8,-0.6,0
19/01/1991,Bunji,9.7,-0.6,0
20/01/1991,Bunji,9.7,-1.3,0
21/01/1991,Bunji,9.1,-0.6,0
22/01/1991,Bunji,9.1,-0.3,0
23/01/1991,Bunji,5.9,-0.6,8.11
24/01/1991,Bunji,4.3,0,2.18
25/01/1991,Bunji,7.6,0.8,0
26/01/1991,Bunji,4.3,0.6,0
27/01/1991,Bunji,9.7,1.1,0
28/01/1991,Bunji,10.3,1.3,0
29/01/1991,Bunji,8.6,1.1,2.39
30/01/1991,Bunji,8.6,1.1,0
31/01/1991,Bunji,11.3,1.1,0
01/02/1991,Bunji,8.9,-1.1,0
02/02/1991,Bunji,8.6,-0.6,0
03/02/1991,Bunji,10.8,0.6,0
04/02/1991,Bunji,8.6,1.6,0
05/02/1991,Bunji,8.1,1.3,0
06/02/1991,Bunji,10.3,1.8,0
07/02/1991,Bunji,10.5,3.7,0
08/02/1991,Bunji,8.6,3.2,0
09/02/1991,Bunji,7.8,2.4,0
10/02/1991,Bunji,10.3,3,0
11/02/1991,Bunji,7.6,3.7,0
12/02/1991,Bunji,9.1,3.2,0
13/02/1991,Bunji,6.7,2.1,0
14/02/1991,Bunji,5.9,2.1,0
15/02/1991,Bunji,11.8,1.6,0
16/02/1991,Bunji,12.9,2.1,0
17/02/1991,Bunji,10.8,3.7,0
18/02/1991,Bunji,11.3,2.1,0
19/02/1991,Bunji,10.6,2.1,0
20/02/1991,Bunji,4.3,1.6,3.12
21/02/1991,Bunji,5.6,1.8,0
22/02/1991,Bunji,9.1,2.7,0
23/02/1991,Bunji,13.5,3.7,0
24/02/1991,Bunji,15.1,4.8,0
25/02/1991,Bunji,12.1,4.8,0
26/02/1991,Bunji,11.8,5.4,0
27/02/1991,Bunji,14,4.3,0
28/02/1991,Bunji,16.2,5.6,0
01/03/1991,Bunji,14.6,5.1,2.08
02/03/1991,Bunji,15.1,5.4,0
03/03/1991,Bunji,17.3,8.5,0
04/03/1991,Bunji,17.3,9.9,0
05/03/1991,Bunji,16.4,6.6,0
06/03/1991,Bunji,17.8,6.6,0
07/03/1991,Bunji,18.8,8.5,0
08/03/1991,Bunji,20.5,8.3,0
09/03/1991,Bunji,19.4,9.9,0
10/03/1991,Bunji,21,8.5,0
11/03/1991,Bunji,19.7,9.9,0
12/03/1991,Bunji,19.1,9.6,0
13/03/1991,Bunji,22.6,8,0
14/03/1991,Bunji,23.2,9.3,0
15/03/1991,Bunji,24.8,11.4,0
16/03/1991,Bunji,31.2,12.8,0
17/03/1991,Bunji,22.1,14.4,0
18/03/1991,Bunji,20,12.8,0
19/03/1991,Bunji,17.3,10.2,0
20/03/1991,Bunji,15.6,8,0
21/03/1991,Bunji,17.3,8.5,3.12
22/03/1991,Bunji,20.2,9.6,0
23/03/1991,Bunji,14.6,10.2,0
24/03/1991,Bunji,16.2,8.5,0
25/03/1991,Bunji,17.3,8.8,0
26/03/1991,Bunji,20,10.2,0
27/03/1991,Bunji,19.1,9,0
28/03/1991,Bunji,22.1,10.9,0
29/03/1991,Bunji,20.2,8.5,0
30/03/1991,Bunji,18.3,6.1,0
31/03/1991,Bunji,20,7.2,0
01/04/1991,Bunji,19.4,6.4,0
02/04/1991,Bunji,21.2,6.9,0
03/04/1991,Bunji,22.1,8.3,0
04/04/1991,Bunji,23.7,9,0
05/04/1991,Bunji,24.3,10.2,0
06/04/1991,Bunji,22.6,12,0
07/04/1991,Bunji,19.7,10.4,5.2
08/04/1991,Bunji,19.4,9.6,3.95
09/04/1991,Bunji,10.8,6.4,37.86
10/04/1991,Bunji,10.3,6.4,0
11/04/1991,Bunji,14.6,7.5,0
12/04/1991,Bunji,16.4,7.5,0
13/04/1991,Bunji,18.3,8.3,0
14/04/1991,Bunji,17.6,9.6,0
15/04/1991,Bunji,21,9.3,1.04
16/04/1991,Bunji,16.7,9,2.81
17/04/1991,Bunji,14.6,8.8,2.08
18/04/1991,Bunji,21.5,10.2,0
19/04/1991,Bunji,23.7,9,0
20/04/1991,Bunji,24.8,11.7,0
21/04/1991,Bunji,25.9,11.4,0
22/04/1991,Bunji,25.9,11.4,0
23/04/1991,Bunji,27,14.7,0
24/04/1991,Bunji,26.4,15.5,0
25/04/1991,Bunji,27,13.3,0
26/04/1991,Bunji,24.8,13.8,0
27/04/1991,Bunji,25.9,13.8,0
28/04/1991,Bunji,21.5,10.4,0
29/04/1991,Bunji,24.3,10.4,0
30/04/1991,Bunji,26.4,17.4,0
01/05/1991,Bunji,28.5,16.5,0
02/05/1991,Bunji,28.8,18.9,0
03/05/1991,Bunji,29.7,19.5,0
04/05/1991,Bunji,29.1,15.5,0
05/05/1991,Bunji,29.7,17.1,0
06/05/1991,Bunji,25.6,17.6,0
07/05/1991,Bunji,27,17.1,2.08
08/05/1991,Bunji,25.9,14.1,0
09/05/1991,Bunji,29.1,17.9,0
10/05/1991,Bunji,28,16.5,0
11/05/1991,Bunji,22.6,12.6,0
12/05/1991,Bunji,25.9,15,0
13/05/1991,Bunji,27.5,13.1,0
14/05/1991,Bunji,27.5,16.2,0
15/05/1991,Bunji,24.3,14.4,1.56
16/05/1991,Bunji,25.3,13.8,0
17/05/1991,Bunji,28,14.7,0
18/05/1991,Bunji,24.8,15,1.56
19/05/1991,Bunji,25.9,15,1.04
20/05/1991,Bunji,21.2,15,0
21/05/1991,Bunji,21.5,10.9,3.43
22/05/1991,Bunji,25.3,12.8,0
23/05/1991,Bunji,24.8,12.8,0
24/05/1991,Bunji,26.7,12.8,0
25/05/1991,Bunji,21,11.2,1.04
26/05/1991,Bunji,22.6,10.9,1.46
27/05/1991,Bunji,22.6,10.2,12.9
28/05/1991,Bunji,14.3,10.4,7.8
29/05/1991,Bunji,23.7,12.3,0
30/05/1991,Bunji,25.3,15.7,0
31/05/1991,Bunji,21,13.3,1.35
01/06/1991,Bunji,24.3,14.1,0
02/06/1991,Bunji,28,13.8,0
03/06/1991,Bunji,29.7,12.8,0
04/06/1991,Bunji,31.8,15.5,0
05/06/1991,Bunji,32.9,17.9,0
06/06/1991,Bunji,31.8,17.9,0
07/06/1991,Bunji,30.1,18.6,0
08/06/1991,Bunji,27.3,16.2,1.56
09/06/1991,Bunji,29.7,16.2,0
10/06/1991,Bunji,30.2,17.4,0
11/06/1991,Bunji,29.1,19.8,0
12/06/1991,Bunji,25.9,14.4,0
13/06/1991,Bunji,27.5,16.5,0
14/06/1991,Bunji,29.7,18.4,0
15/06/1991,Bunji,30.7,19.2,0
16/06/1991,Bunji,32.9,16.5,0
17/06/1991,Bunji,33.7,16.2,0
18/06/1991,Bunji,32.9,20,0
19/06/1991,Bunji,30.7,21.6,0
20/06/1991,Bunji,29.1,18.4,1.04
21/06/1991,Bunji,32.9,16,0
22/06/1991,Bunji,32.3,18.6,0
23/06/1991,Bunji,35.6,18.1,0
24/06/1991,Bunji,36.4,18.1,0
25/06/1991,Bunji,38.2,18.6,0
26/06/1991,Bunji,38,19.8,0
27/06/1991,Bunji,37.2,24.8,0
28/06/1991,Bunji,38,22.4,0
29/06/1991,Bunji,38.2,21.9,0
30/06/1991,Bunji,37.7,23.4,0
01/07/1991,Bunji,36.1,26.4,0
02/07/1991,Bunji,36.1,24.6,0
03/07/1991,Bunji,35,22.4,0
04/07/1991,Bunji,29.7,19.2,0
05/07/1991,Bunji,29.1,20,0
06/07/1991,Bunji,31.8,19.2,0
07/07/1991,Bunji,28.5,21.6,0
08/07/1991,Bunji,30.2,19.8,0
09/07/1991,Bunji,36.1,21.6,0
10/07/1991,Bunji,30.2,20,0
11/07/1991,Bunji,35,21.3,0
12/07/1991,Bunji,36.7,24.8,0
13/07/1991,Bunji,36.7,28.2,0
14/07/1991,Bunji,31.8,20.8,7.59
15/07/1991,Bunji,28.3,20.8,2.5
16/07/1991,Bunji,27.7,19.5,0
17/07/1991,Bunji,31.8,20.8,0
18/07/1991,Bunji,34.2,23.7,0
19/07/1991,Bunji,32.9,24,0
20/07/1991,Bunji,35,20.3,0
21/07/1991,Bunji,34.5,22.4,0
22/07/1991,Bunji,36.7,24.8,0
23/07/1991,Bunji,37.7,27.7,0
24/07/1991,Bunji,35.6,22.7,0
25/07/1991,Bunji,30.7,20.5,0
26/07/1991,Bunji,26.4,17.6,0
27/07/1991,Bunji,33.4,19.5,0
28/07/1991,Bunji,32.9,21.3,0
29/07/1991,Bunji,34.5,22.9,0
30/07/1991,Bunji,34.2,21.9,0
31/07/1991,Bunji,34,21.9,0
01/08/1991,Bunji,34,20.3,1.77
02/08/1991,Bunji,35.6,21,0
03/08/1991,Bunji,35.6,24,0
04/08/1991,Bunji,36.1,21.9,0
05/08/1991,Bunji,35.6,23.7,0
06/08/1991,Bunji,39.9,29.4,0
07/08/1991,Bunji,34.5,20.8,0
08/08/1991,Bunji,36.7,22.7,0
09/08/1991,Bunji,34.5,18.6,1.46
10/08/1991,Bunji,26.4,18.1,1.35
11/08/1991,Bunji,30.2,17.6,0
12/08/1991,Bunji,33.2,18.9,0
13/08/1991,Bunji,32.9,22.4,0
14/08/1991,Bunji,32.9,20.8,0
15/08/1991,Bunji,35,19.5,0
16/08/1991,Bunji,35.6,20.1,0
17/08/1991,Bunji,37.2,22.7,0
18/08/1991,Bunji,32.9,20.3,0
19/08/1991,Bunji,32.9,21.6,0
20/08/1991,Bunji,35.6,22.9,0
21/08/1991,Bunji,33.4,20.3,1.25
22/08/1991,Bunji,32.6,20.3,0
23/08/1991,Bunji,31.8,17.1,0
24/08/1991,Bunji,34.5,18.4,0
25/08/1991,Bunji,33.4,20.3,0
26/08/1991,Bunji,33.4,17.6,0
27/08/1991,Bunji,33.4,19.5,0
28/08/1991,Bunji,34,25.1,0
29/08/1991,Bunji,34.5,21.3,0
30/08/1991,Bunji,32.9,21.9,0
31/08/1991,Bunji,32.3,18.6,0
01/09/1991,Bunji,31.8,18.1,0
02/09/1991,Bunji,33.7,17.1,0
03/09/1991,Bunji,35,20.3,0
04/09/1991,Bunji,35,19.8,0
05/09/1991,Bunji,37.2,18.6,0
06/09/1991,Bunji,37.2,20,0
07/09/1991,Bunji,37.2,20.8,0
08/09/1991,Bunji,38.2,22.4,0
09/09/1991,Bunji,33.4,20.3,0
10/09/1991,Bunji,33.2,19.8,0
11/09/1991,Bunji,30.7,20.3,0
12/09/1991,Bunji,30.7,19.2,0
13/09/1991,Bunji,25.9,14.7,0
14/09/1991,Bunji,28,14.4,0
15/09/1991,Bunji,32.1,16.5,0
16/09/1991,Bunji,31.8,16.2,0
17/09/1991,Bunji,32.1,17.1,0
18/09/1991,Bunji,35,16.8,0
19/09/1991,Bunji,32.1,18.1,0
20/09/1991,Bunji,30.2,15,0
21/09/1991,Bunji,31.8,15.5,0
22/09/1991,Bunji,31.8,15.5,0
23/09/1991,Bunji,33.4,17.9,0
24/09/1991,Bunji,29.7,16.5,0
25/09/1991,Bunji,28,17.1,0
26/09/1991,Bunji,27.5,15,0
27/09/1991,Bunji,29.7,17.4,1.04
28/09/1991,Bunji,27,13.6,0
29/09/1991,Bunji,28.5,12.6,3.12
30/09/1991,Bunji,29.1,13.1,0
01/10/1991,Bunji,27.5,15.5,0
02/10/1991,Bunji,28.3,12.8,0
03/10/1991,Bunji,31.8,13.1,0
04/10/1991,Bunji,31.8,13.8,0
